Score,Rating,Address,City,ZIP,Owner,Value,Type,Year Built,Sqft,Signals,Court Activity,Mail Name,Mail Address,Mail City,Mail State,Mail ZIP,Bridge Page
67,MEDIUM,6864 NW 28 AVE,FORT LAUDERDALE,33309,THR FLORIDA LP,439810,Single Family,1978,1536,Out-of-state absentee; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,satisfaction 12/30/2025; final_judgment 12/11/2025; lien 12/09/2024; deed_transfer 11/27/2024; lis_pendens 09/18/2025,THR FLORIDA LP,1717 MAIN ST #2000,DALLAS,TEXAS,75201,https://title.rootz.global/p/farm?address=6864%20NW%2028%20AVE&city=FORT%20LAUDERDALE
67,MEDIUM,1600 NE 63 CT,FORT LAUDERDALE,33334,2018-3 IH BORROWER LP,742580,Single Family,1961,1563,Out-of-state absentee; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,satisfaction 12/09/2025; deed_transfer 12/02/2025; final_judgment 11/27/2024; lien 11/06/2025; lis_pendens 10/06/2025,2018-3 IH BORROWER LP,1717 MAIN ST #2000,DALLAS,TEXAS,75201,https://title.rootz.global/p/farm?address=1600%20NE%2063%20CT&city=FORT%20LAUDERDALE
67,MEDIUM,6700 NW 28 WAY,FORT LAUDERDALE,33309,THR FLORIDA LP,554620,Single Family,1978,1951,Out-of-state absentee; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,satisfaction 12/30/2025; final_judgment 12/11/2025; lien 12/09/2024; deed_transfer 11/27/2024; lis_pendens 09/18/2025,THR FLORIDA LP,1717 MAIN ST STE 200,DALLAS,TEXAS,75201,https://title.rootz.global/p/farm?address=6700%20NW%2028%20WAY&city=FORT%20LAUDERDALE
67,MEDIUM,5842 NW 119 DR,CORAL SPRINGS,33076,IH3 PROPERTY FLORIDA LP,577200,Single Family,2002,2249,Out-of-state absentee; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,final_judgment 12/29/2025; deed_transfer 12/18/2025; satisfaction 12/18/2025; lis_pendens 10/16/2025; lien 07/16/2025,IH3 PROPERTY FLORIDA LP,1717 MAIN ST #2000,DALLAS,TEXAS,75201,https://title.rootz.global/p/farm?address=5842%20NW%20119%20DR&city=CORAL%20SPRINGS
67,MEDIUM,5817 NW 125 AVE,CORAL SPRINGS,33076,THR FLORIDA LP,747290,Single Family,2001,3417,Out-of-state absentee; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,satisfaction 12/30/2025; final_judgment 12/11/2025; lien 12/09/2024; deed_transfer 11/27/2024; lis_pendens 09/18/2025,THR FLORIDA LP,1717 MAIN ST #2000,DALLAS,TEXAS,75201,https://title.rootz.global/p/farm?address=5817%20NW%20125%20AVE&city=CORAL%20SPRINGS
67,MEDIUM,5821 NW 122 WAY,CORAL SPRINGS,33076,2018-3 IH BORROWER LP,605440,Single Family,2001,2327,Out-of-state absentee; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,satisfaction 12/09/2025; deed_transfer 12/02/2025; final_judgment 11/27/2024; lien 11/06/2025; lis_pendens 10/06/2025,2018-3 IH BORROWER LP,1717 MAIN ST #2000,DALLAS,TEXAS,75201,https://title.rootz.global/p/farm?address=5821%20NW%20122%20WAY&city=CORAL%20SPRINGS
67,MEDIUM,12257 NW 57 ST,CORAL SPRINGS,33076,IH3 PROPERTY FLORIDA LP,546650,Single Family,1999,2334,Out-of-state absentee; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,final_judgment 12/29/2025; deed_transfer 12/18/2025; satisfaction 12/18/2025; lis_pendens 10/16/2025; lien 07/16/2025,IH3 PROPERTY FLORIDA LP,1717 MAIN ST #2000,DALLAS,TEXAS,75201,https://title.rootz.global/p/farm?address=12257%20NW%2057%20ST&city=CORAL%20SPRINGS
67,MEDIUM,5633 NW 106 WAY,CORAL SPRINGS,33076,IH3 PROPERTY FLORIDA LP,686940,Single Family,1998,2971,Out-of-state absentee; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,final_judgment 12/29/2025; deed_transfer 12/18/2025; satisfaction 12/18/2025; lis_pendens 10/16/2025; lien 07/16/2025,IH3 PROPERTY FLORIDA LP,1717 MAIN ST #2000,DALLAS,TEXAS,75201,https://title.rootz.global/p/farm?address=5633%20NW%20106%20WAY&city=CORAL%20SPRINGS
67,MEDIUM,12615 NW 56 DR,CORAL SPRINGS,33076,IH3 PROPERTY FLORIDA LP,511430,Single Family,2001,2107,Out-of-state absentee; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,final_judgment 12/29/2025; deed_transfer 12/18/2025; satisfaction 12/18/2025; lis_pendens 10/16/2025; lien 07/16/2025,IH3 PROPERTY FLORIDA LP,1717 MAIN ST #2000,DALLAS,TEXAS,75201,https://title.rootz.global/p/farm?address=12615%20NW%2056%20DR&city=CORAL%20SPRINGS
67,MEDIUM,9951 NW 56 PL,CORAL SPRINGS,33076,IH3 PROPERTY FLORIDA LP,336980,Single Family,1998,1089,Out-of-state absentee; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,final_judgment 12/29/2025; deed_transfer 12/18/2025; satisfaction 12/18/2025; lis_pendens 10/16/2025; lien 07/16/2025,IH3 PROPERTY FLORIDA LP,1717 MAIN ST #2000,DALLAS,TEXAS,75201,https://title.rootz.global/p/farm?address=9951%20NW%2056%20PL&city=CORAL%20SPRINGS
67,MEDIUM,10570 NW 57 ST,CORAL SPRINGS,33076,IH3 PROPERTY FLORIDA LP,471650,Single Family,2002,2112,Out-of-state absentee; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,final_judgment 12/29/2025; deed_transfer 12/18/2025; satisfaction 12/18/2025; lis_pendens 10/16/2025; lien 07/16/2025,IH3 PROPERTY FLORIDA LP,1717 MAIN ST #2000,DALLAS,TEXAS,75201,https://title.rootz.global/p/farm?address=10570%20NW%2057%20ST&city=CORAL%20SPRINGS
67,MEDIUM,5514 NW 106 DR,CORAL SPRINGS,33076,IH3 PROPERTY FLORIDA LP,534010,Single Family,1995,2244,Out-of-state absentee; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,final_judgment 12/29/2025; deed_transfer 12/18/2025; satisfaction 12/18/2025; lis_pendens 10/16/2025; lien 07/16/2025,IH3 PROPERTY FLORIDA LP,1717 MAIN ST #2000,DALLAS,TEXAS,75201,https://title.rootz.global/p/farm?address=5514%20NW%20106%20DR&city=CORAL%20SPRINGS
67,MEDIUM,5459 NW 120 AVE,CORAL SPRINGS,33076,IH3 PROPERTY FLORIDA LP,508650,Single Family,1998,2142,Out-of-state absentee; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,final_judgment 12/29/2025; deed_transfer 12/18/2025; satisfaction 12/18/2025; lis_pendens 10/16/2025; lien 07/16/2025,IH3 PROPERTY FLORIDA LP,1717 MAIN ST #2000,DALLAS,TEXAS,75201,https://title.rootz.global/p/farm?address=5459%20NW%20120%20AVE&city=CORAL%20SPRINGS
67,MEDIUM,5564 NW 57 WAY,CORAL SPRINGS,33067,THR FLORIDA LP,725860,Single Family,1996,3081,Out-of-state absentee; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,satisfaction 12/30/2025; final_judgment 12/11/2025; lien 12/09/2024; deed_transfer 11/27/2024; lis_pendens 09/18/2025,THR FLORIDA LP,1717 MAIN ST #2000,DALLAS,TEXAS,75201,https://title.rootz.global/p/farm?address=5564%20NW%2057%20WAY&city=CORAL%20SPRINGS
67,MEDIUM,12345 NW 55 ST,CORAL SPRINGS,33076,IH3 PROPERTY FLORIDA LP,510050,Single Family,1999,2013,Out-of-state absentee; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,final_judgment 12/29/2025; deed_transfer 12/18/2025; satisfaction 12/18/2025; lis_pendens 10/16/2025; lien 07/16/2025,IH3 PROPERTY FLORIDA LP,1717 MAIN ST #2000,DALLAS,TEXAS,75201,https://title.rootz.global/p/farm?address=12345%20NW%2055%20ST&city=CORAL%20SPRINGS
67,MEDIUM,5463 NW 58 TER,CORAL SPRINGS,33067,2018-3 IH BORROWER LP,578020,Single Family,1988,2274,Out-of-state absentee; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,satisfaction 12/09/2025; deed_transfer 12/02/2025; final_judgment 11/27/2024; lien 11/06/2025; lis_pendens 10/06/2025,2018-3 IH BORROWER LP,1717 MAIN ST #2000,DALLAS,TEXAS,75201,https://title.rootz.global/p/farm?address=5463%20NW%2058%20TER&city=CORAL%20SPRINGS
67,MEDIUM,5454 NW 87 TER,CORAL SPRINGS,33067,THR FLORIDA LP,841960,Single Family,1990,3622,Out-of-state absentee; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,satisfaction 12/30/2025; final_judgment 12/11/2025; lien 12/09/2024; deed_transfer 11/27/2024; lis_pendens 09/18/2025,THR FLORIDA LP,1717 MAIN ST #2000,DALLAS,TEXAS,75201,https://title.rootz.global/p/farm?address=5454%20NW%2087%20TER&city=CORAL%20SPRINGS
67,MEDIUM,5529 NW 62 AVE,CORAL SPRINGS,33067,IH3 PROPERTY FLORIDA LP,641830,Single Family,1989,2485,Out-of-state absentee; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,final_judgment 12/29/2025; deed_transfer 12/18/2025; satisfaction 12/18/2025; lis_pendens 10/16/2025; lien 07/16/2025,IH3 PROPERTY FLORIDA LP,1717 MAIN ST #2000,DALLAS,TEXAS,75201,https://title.rootz.global/p/farm?address=5529%20NW%2062%20AVE&city=CORAL%20SPRINGS
67,MEDIUM,5347 NW 99 LN,CORAL SPRINGS,33076,IH4 PROPERTY FLORIDA L P,568890,Single Family,1995,2397,Out-of-state absentee; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,deed_transfer 12/31/2025; lien 12/30/2024; final_judgment 12/01/2025; lis_pendens 06/20/2025; satisfaction 04/08/2025,IH4 PROPERTY FLORIDA L P,1717 MAIN ST #2000,DALLAS,TEXAS,75201,https://title.rootz.global/p/farm?address=5347%20NW%2099%20LN&city=CORAL%20SPRINGS
67,MEDIUM,5926 NW 54 DR,CORAL SPRINGS,33067,2018-3 IH BORROWER LP,671450,Single Family,1988,2521,Out-of-state absentee; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,satisfaction 12/09/2025; deed_transfer 12/02/2025; final_judgment 11/27/2024; lien 11/06/2025; lis_pendens 10/06/2025,2018-3 IH BORROWER LP,1717 MAIN ST #2000,DALLAS,TEXAS,75201,https://title.rootz.global/p/farm?address=5926%20NW%2054%20DR&city=CORAL%20SPRINGS
67,MEDIUM,10309 NW 52 ST,CORAL SPRINGS,33076,THR FLORIDA LP,648630,Single Family,1996,2699,Out-of-state absentee; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,satisfaction 12/30/2025; final_judgment 12/11/2025; lien 12/09/2024; deed_transfer 11/27/2024; lis_pendens 09/18/2025,THR FLORIDA LP,1717 MAIN ST #2000,DALLAS,TEXAS,75201,https://title.rootz.global/p/farm?address=10309%20NW%2052%20ST&city=CORAL%20SPRINGS
67,MEDIUM,7645 NW 23 ST,PEMBROKE PINES,33024,IH3 PROPERTY FLORIDA LP,641620,Single Family,2003,2475,Out-of-state absentee; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,final_judgment 12/29/2025; deed_transfer 12/18/2025; satisfaction 12/18/2025; lis_pendens 10/16/2025; lien 07/16/2025,IH3 PROPERTY FLORIDA LP,1717 MAIN ST #2000,DALLAS,TEXAS,75201,https://title.rootz.global/p/farm?address=7645%20NW%2023%20ST&city=PEMBROKE%20PINES
67,MEDIUM,2282 NW 76 TER,PEMBROKE PINES,33024,IH3 PROPERTY FLORIDA LP,627130,Single Family,2003,2506,Out-of-state absentee; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,final_judgment 12/29/2025; deed_transfer 12/18/2025; satisfaction 12/18/2025; lis_pendens 10/16/2025; lien 07/16/2025,IH3 PROPERTY FLORIDA LP,1717 MAIN ST #2000,DALLAS,TEXAS,75201,https://title.rootz.global/p/farm?address=2282%20NW%2076%20TER&city=PEMBROKE%20PINES
67,MEDIUM,2189 NW 75 WAY,PEMBROKE PINES,33024,THR FLORIDA LP,501420,Single Family,2003,1876,Out-of-state absentee; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,satisfaction 12/30/2025; final_judgment 12/11/2025; lien 12/09/2024; deed_transfer 11/27/2024; lis_pendens 09/18/2025,THR FLORIDA LP,1717 MAIN ST STE 200,DALLAS,TEXAS,75201,https://title.rootz.global/p/farm?address=2189%20NW%2075%20WAY&city=PEMBROKE%20PINES
67,MEDIUM,2188 NW 72 TER,PEMBROKE PINES,33024,THR FLORIDA LP,548540,Single Family,2003,2132,Out-of-state absentee; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,satisfaction 12/30/2025; final_judgment 12/11/2025; lien 12/09/2024; deed_transfer 11/27/2024; lis_pendens 09/18/2025,THR FLORIDA LP,1717 MAIN ST STE 200,DALLAS,TEXAS,75201,https://title.rootz.global/p/farm?address=2188%20NW%2072%20TER&city=PEMBROKE%20PINES
67,MEDIUM,2193 NW 72 WAY,PEMBROKE PINES,33024,IH3 PROPERTY FLORIDA LP,562840,Single Family,2003,2320,Out-of-state absentee; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,final_judgment 12/29/2025; deed_transfer 12/18/2025; satisfaction 12/18/2025; lis_pendens 10/16/2025; lien 07/16/2025,IH3 PROPERTY FLORIDA LP,1717 MAIN ST #2000,DALLAS,TEXAS,75201,https://title.rootz.global/p/farm?address=2193%20NW%2072%20WAY&city=PEMBROKE%20PINES
67,MEDIUM,2120 NW 76 TER,PEMBROKE PINES,33024,IH3 PROPERTY FLORIDA LP,640780,Single Family,2003,2405,Out-of-state absentee; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,final_judgment 12/29/2025; deed_transfer 12/18/2025; satisfaction 12/18/2025; lis_pendens 10/16/2025; lien 07/16/2025,IH3 PROPERTY FLORIDA LP,1717 MAIN ST #2000,DALLAS,TEXAS,75201,https://title.rootz.global/p/farm?address=2120%20NW%2076%20TER&city=PEMBROKE%20PINES
67,MEDIUM,2377 NW 160 TER,PEMBROKE PINES,33028,IH3 PROPERTY FLORIDA LP,408340,Single Family,1997,1281,Out-of-state absentee; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,final_judgment 12/29/2025; deed_transfer 12/18/2025; satisfaction 12/18/2025; lis_pendens 10/16/2025; lien 07/16/2025,IH3 PROPERTY FLORIDA LP,1717 MAIN ST #2000,DALLAS,TEXAS,75201,https://title.rootz.global/p/farm?address=2377%20NW%20160%20TER&city=PEMBROKE%20PINES
67,MEDIUM,8750 PASADENA BLVD,PEMBROKE PINES,33024,2018-3 IH BORROWER LP,528590,Single Family,1977,1862,Out-of-state absentee; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,satisfaction 12/09/2025; deed_transfer 12/02/2025; final_judgment 11/27/2024; lien 11/06/2025; lis_pendens 10/06/2025,2018-3 IH BORROWER LP,1717 MAIN ST #2000,DALLAS,TEXAS,75201,https://title.rootz.global/p/farm?address=8750%20PASADENA%20BLVD&city=PEMBROKE%20PINES
67,MEDIUM,2351 NW 157 AVE,PEMBROKE PINES,33028,IH3 PROPERTY FLORIDA LP,580600,Single Family,2000,2276,Out-of-state absentee; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,final_judgment 12/29/2025; deed_transfer 12/18/2025; satisfaction 12/18/2025; lis_pendens 10/16/2025; lien 07/16/2025,IH3 PROPERTY FLORIDA LP,1717 MAIN ST #2000,DALLAS,TEXAS,75201,https://title.rootz.global/p/farm?address=2351%20NW%20157%20AVE&city=PEMBROKE%20PINES
67,MEDIUM,2312 NW 162 TER,PEMBROKE PINES,33028,IH3 PROPERTY FLORIDA LP,596610,Single Family,1997,2363,Out-of-state absentee; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,final_judgment 12/29/2025; deed_transfer 12/18/2025; satisfaction 12/18/2025; lis_pendens 10/16/2025; lien 07/16/2025,IH3 PROPERTY FLORIDA LP,1717 MAIN ST #2000,DALLAS,TEXAS,75201,https://title.rootz.global/p/farm?address=2312%20NW%20162%20TER&city=PEMBROKE%20PINES
67,MEDIUM,7975 NW 20 ST,PEMBROKE PINES,33024,2017-2 IH BORROWER LP,457350,Single Family,2002,1657,Out-of-state absentee; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,lis_pendens 12/24/2025; deed_transfer 12/18/2025; lien 12/18/2025; satisfaction 12/16/2024; final_judgment 10/06/2025,2017-2 IH BORROWER LP,1717 MAIN ST #2000,DALLAS,TEXAS,75201,https://title.rootz.global/p/farm?address=7975%20NW%2020%20ST&city=PEMBROKE%20PINES
67,MEDIUM,11950 NW 27 ST,PLANTATION,33323,THR FLORIDA LP,1058670,Single Family,1982,4461,Out-of-state absentee; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,satisfaction 12/30/2025; final_judgment 12/11/2025; lien 12/09/2024; deed_transfer 11/27/2024; lis_pendens 09/18/2025,THR FLORIDA LP,1717 MAIN ST #2000,DALLAS,TEXAS,75201,https://title.rootz.global/p/farm?address=11950%20NW%2027%20ST&city=PLANTATION
67,MEDIUM,9821 NW 18 MNR,PLANTATION,33322,IH3 PROPERTY FLORIDA LP,538840,Single Family,1989,1965,Out-of-state absentee; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,final_judgment 12/29/2025; deed_transfer 12/18/2025; satisfaction 12/18/2025; lis_pendens 10/16/2025; lien 07/16/2025,IH3 PROPERTY FLORIDA LP,1717 MAIN ST #2000,DALLAS,TEXAS,75201,https://title.rootz.global/p/farm?address=9821%20NW%2018%20MNR&city=PLANTATION
67,MEDIUM,1871 NW 107 TER,PLANTATION,33322,IH3 PROPERTY FLORIDA LP,694840,Single Family,1990,3301,Out-of-state absentee; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,final_judgment 12/29/2025; deed_transfer 12/18/2025; satisfaction 12/18/2025; lis_pendens 10/16/2025; lien 07/16/2025,IH3 PROPERTY FLORIDA LP,1717 MAIN ST #2000,DALLAS,TEXAS,75201,https://title.rootz.global/p/farm?address=1871%20NW%20107%20TER&city=PLANTATION
67,MEDIUM,1860 NW 106 TER,PLANTATION,33322,IH3 PROPERTY FLORIDA LP,657680,Single Family,1990,2974,Out-of-state absentee; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,final_judgment 12/29/2025; deed_transfer 12/18/2025; satisfaction 12/18/2025; lis_pendens 10/16/2025; lien 07/16/2025,IH3 PROPERTY FLORIDA LP,1717 MAIN ST #2000,DALLAS,TEXAS,75201,https://title.rootz.global/p/farm?address=1860%20NW%20106%20TER&city=PLANTATION
67,MEDIUM,9520 NW 18 PL,PLANTATION,33322,IH3 PROPERTY FLORIDA LP,640500,Single Family,1994,2480,Out-of-state absentee; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,final_judgment 12/29/2025; deed_transfer 12/18/2025; satisfaction 12/18/2025; lis_pendens 10/16/2025; lien 07/16/2025,IH3 PROPERTY FLORIDA LP,1717 MAIN ST #2000,DALLAS,TEXAS,75201,https://title.rootz.global/p/farm?address=9520%20NW%2018%20PL&city=PLANTATION
67,MEDIUM,9560 NW 18 PL,PLANTATION,33322,IH3 PROPERTY FLORIDA LP,718180,Single Family,1989,2670,Out-of-state absentee; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,final_judgment 12/29/2025; deed_transfer 12/18/2025; satisfaction 12/18/2025; lis_pendens 10/16/2025; lien 07/16/2025,IH3 PROPERTY FLORIDA LP,1717 MAIN ST #2000,DALLAS,TEXAS,75201,https://title.rootz.global/p/farm?address=9560%20NW%2018%20PL&city=PLANTATION
67,MEDIUM,1770 NW 104 AVE,PLANTATION,33322,IH3 PROPERTY FLORIDA LP,608500,Single Family,1992,2422,Out-of-state absentee; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,final_judgment 12/29/2025; deed_transfer 12/18/2025; satisfaction 12/18/2025; lis_pendens 10/16/2025; lien 07/16/2025,IH3 PROPERTY FLORIDA LP,1717 MAIN ST #2000,DALLAS,TEXAS,75201,https://title.rootz.global/p/farm?address=1770%20NW%20104%20AVE&city=PLANTATION
67,MEDIUM,7501 NW 14 ST,PLANTATION,33313,THR FLORIDA LP,610830,Single Family,1973,2074,Out-of-state absentee; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,satisfaction 12/30/2025; final_judgment 12/11/2025; lien 12/09/2024; deed_transfer 11/27/2024; lis_pendens 09/18/2025,THR FLORIDA LP,1717 MAIN ST #2000,DALLAS,TEXAS,75201,https://title.rootz.global/p/farm?address=7501%20NW%2014%20ST&city=PLANTATION
67,MEDIUM,7521 NW 13 CT,PLANTATION,33313,2018-3 IH BORROWER LP,603730,Single Family,1973,2313,Out-of-state absentee; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,satisfaction 12/09/2025; deed_transfer 12/02/2025; final_judgment 11/27/2024; lien 11/06/2025; lis_pendens 10/06/2025,2018-3 IH BORROWER LP,1717 MAIN ST #2000,DALLAS,TEXAS,75201,https://title.rootz.global/p/farm?address=7521%20NW%2013%20CT&city=PLANTATION
67,MEDIUM,9080 NW 13 ST,PLANTATION,33322,THR FLORIDA LP,633780,Single Family,1979,2598,Out-of-state absentee; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,satisfaction 12/30/2025; final_judgment 12/11/2025; lien 12/09/2024; deed_transfer 11/27/2024; lis_pendens 09/18/2025,THR FLORIDA LP,1717 MAIN ST #2000,DALLAS,TEXAS,75201,https://title.rootz.global/p/farm?address=9080%20NW%2013%20ST&city=PLANTATION
67,MEDIUM,9070 NW 13 ST,PLANTATION,33322,2017-2 IH BORROWER LP,649480,Single Family,1983,2820,Out-of-state absentee; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,lis_pendens 12/24/2025; deed_transfer 12/18/2025; lien 12/18/2025; satisfaction 12/16/2024; final_judgment 10/06/2025,2017-2 IH BORROWER LP,1717 MAIN ST #2000,DALLAS,TEXAS,75201,https://title.rootz.global/p/farm?address=9070%20NW%2013%20ST&city=PLANTATION
67,MEDIUM,10941 NW 12 PL,PLANTATION,33322,THR FLORIDA LP,537570,Single Family,1994,1761,Out-of-state absentee; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,satisfaction 12/30/2025; final_judgment 12/11/2025; lien 12/09/2024; deed_transfer 11/27/2024; lis_pendens 09/18/2025,THR FLORIDA LP,1717 MAIN ST #2000,DALLAS,TEXAS,75201,https://title.rootz.global/p/farm?address=10941%20NW%2012%20PL&city=PLANTATION
67,MEDIUM,692 NW 38 TER,DEERFIELD BEACH,33442,2018-3 IH BORROWER LP,578080,Single Family,1987,1887,Out-of-state absentee; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,satisfaction 12/09/2025; deed_transfer 12/02/2025; final_judgment 11/27/2024; lien 11/06/2025; lis_pendens 10/06/2025,2018-3 IH BORROWER LP,1717 MAIN ST #2000,DALLAS,TEXAS,75201,https://title.rootz.global/p/farm?address=692%20NW%2038%20TER&city=DEERFIELD%20BEACH
67,MEDIUM,611 NW 47 AVE,DEERFIELD BEACH,33442,IH3 PROPERTY FLORIDA LP,476420,Single Family,1991,1784,Out-of-state absentee; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,final_judgment 12/29/2025; deed_transfer 12/18/2025; satisfaction 12/18/2025; lis_pendens 10/16/2025; lien 07/16/2025,IH3 PROPERTY FLORIDA LP,1717 MAIN ST #2000,DALLAS,TEXAS,75201,https://title.rootz.global/p/farm?address=611%20NW%2047%20AVE&city=DEERFIELD%20BEACH
67,MEDIUM,2016 DEER CREEK WILDWOOD LN N,DEERFIELD BEACH,33442,2018-3 IH BORROWER LP,381360,Single Family,1981,1781,Out-of-state absentee; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,satisfaction 12/09/2025; deed_transfer 12/02/2025; final_judgment 11/27/2024; lien 11/06/2025; lis_pendens 10/06/2025,2018-3 IH BORROWER LP,1717 MAIN ST #2000,DALLAS,TEXAS,75201,https://title.rootz.global/p/farm?address=2016%20DEER%20CREEK%20WILDWOOD%20LN%20N&city=DEERFIELD%20BEACH
67,MEDIUM,381 DEER CREEK WILDWOOD LN E,DEERFIELD BEACH,33442,THR FLORIDA LP,363620,Single Family,1982,1614,Out-of-state absentee; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,satisfaction 12/30/2025; final_judgment 12/11/2025; lien 12/09/2024; deed_transfer 11/27/2024; lis_pendens 09/18/2025,THR FLORIDA LP,1717 MAIN ST #2000,DALLAS,TEXAS,75201,https://title.rootz.global/p/farm?address=381%20DEER%20CREEK%20WILDWOOD%20LN%20E&city=DEERFIELD%20BEACH
67,MEDIUM,4727 NW 3 CT,DEERFIELD BEACH,33442,IH3 PROPERTY FLORIDA LP,537240,Single Family,1993,2577,Out-of-state absentee; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,final_judgment 12/29/2025; deed_transfer 12/18/2025; satisfaction 12/18/2025; lis_pendens 10/16/2025; lien 07/16/2025,IH3 PROPERTY FLORIDA LP,1717 MAIN ST #2000,DALLAS,TEXAS,75201,https://title.rootz.global/p/farm?address=4727%20NW%203%20CT&city=DEERFIELD%20BEACH
67,MEDIUM,361 NW 48 AVE,DEERFIELD BEACH,33442,IH3 PROPERTY FLORIDA LP,406850,Single Family,1991,1784,Out-of-state absentee; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,final_judgment 12/29/2025; deed_transfer 12/18/2025; satisfaction 12/18/2025; lis_pendens 10/16/2025; lien 07/16/2025,IH3 PROPERTY FLORIDA LP,1717 MAIN ST #2000,DALLAS,TEXAS,75201,https://title.rootz.global/p/farm?address=361%20NW%2048%20AVE&city=DEERFIELD%20BEACH
67,MEDIUM,333 NW 48 AVE,DEERFIELD BEACH,33442,2018-3 IH BORROWER LP,578900,Single Family,1992,2577,Out-of-state absentee; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,satisfaction 12/09/2025; deed_transfer 12/02/2025; final_judgment 11/27/2024; lien 11/06/2025; lis_pendens 10/06/2025,2018-3 IH BORROWER LP,1717 MAIN ST #2000,DALLAS,TEXAS,75201,https://title.rootz.global/p/farm?address=333%20NW%2048%20AVE&city=DEERFIELD%20BEACH
67,MEDIUM,1857 DEER CREEK WILDWOOD TRL,DEERFIELD BEACH,33442,THR FLORIDA LP,405970,Single Family,1982,1623,Out-of-state absentee; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,satisfaction 12/30/2025; final_judgment 12/11/2025; lien 12/09/2024; deed_transfer 11/27/2024; lis_pendens 09/18/2025,THR FLORIDA LP,1717 MAIN ST #2000,DALLAS,TEXAS,75201,https://title.rootz.global/p/farm?address=1857%20DEER%20CREEK%20WILDWOOD%20TRL&city=DEERFIELD%20BEACH
